codigo_producto,descripcion_producto,costo_producto,precio_producto,stock_actual_producto,unidad_de_medida_producto,proveedor_producto,ramo_producto,familia_producto,grupo_producto,marco_producto
0178,CAJA PIZZA 28 X 28 (50 UNI),0.284,0.36,131.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
0179,CAJA PIZZA 32 X 32 (50 UNI),0.32,0.4,0.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
0212,CAJA MASAS BLANCAS 1KG (100 UNI),0.514,0.72,68.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
0213,CAJA MASAS BLANCA 500GR (100 UNI),0.33,0.46,142.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
5575,CAJA MARRON 20 X 30 X 6 (50 UNI),0.321,0.4,125.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
5576,CAJA CHIVITO CHICA (50 UNI),0.292,0.38,1259.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
5577,CAJA CHIVITO GRANDE (50 UNI),0.395,0.51,1091.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
1251,CAJA CON VISOR 22 X 6 X 6,0.298,0.39,17.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
0012,CAJA MARRON 18 X 25 X 4.5 (50 UNI),0.259,0.34,50.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
0013,CAJA MARRON 14 X 21 X 8.5 (50 UNI),0.259,0.34,49.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
536,CAJA MARRON 20 X 50 X 6 (50 UNI),0.35,0.45,191.0,Uni,TESANTI S.R.L,EMPAQUES,CAJAS,Sin asignar,
0168,BANDEJA 2 FE 10 UNIDADES (400 UNI) D2150201L,0.771,1.0,40.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0169,BANDEJA 617 BP 10 UNIDADES (400 UNI) D2001101LA,0.268,0.35,80.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0170,BANDEJA 621 BP 10 UNIDADES (400 UNI),0.316,0.41,78.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0171,BANDEJA 619 BP 10 UNIDADES (400 UNI) D2000401LE,0.384,0.5,54.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0172,BANDEJA 690 (100 UNI),0.737,0.96,44.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0173,BANDEJA 650 10 UNIDADES (200 UNI),2.64,3.43,2.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0174,BANDEJA 625 10 UNIDADES (300 UNI),1.416,1.84,9.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0176,DISCO D30 10 UNIDADES (400 UNI) D103001LR,0.977,1.47,59.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0177,BANDEJA DISCO 628 10 UNIDADES (200 UNI),1.57,2.04,0.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0186,BANDEJA 618 BP 10 UNIDADES (400 UNI) D2000201LE,0.277,0.36,119.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0201,BUDINERA ALUMINIO (800 UNI),0.1,0.13,1444.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0209,BANDEJA 615 BP 10 UNIDADES (400 UNI),0.505,0.66,35.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0216,DISCO D25 10 UNIDADES (400 UNI),0.682,1.02,40.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0218,BANDEJA 8-S 10 UNIDADES (200 UNI) D2000801LE,0.645,0.84,45.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
413,BANDEJA CARTULINA CON TAPA N3,0.322,0.42,524.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
414,BANDEJA CARTULINA CON TAPA N8,12.81,19.0,84.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
5958,BANDEJA 105 PP BANDEX,0.0857,0.11,171.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
6210,BANDEJA 143 PP CON TAPA BANDEX,0.19,0.25,349.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
6211,BANDEJA 103 PP BANDEX,0.067,0.09,395.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
614,BANDEJA BX E1 10 UNIDADES (200 UNI),1.673,2.17,18.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
615,BANDEJA BX L1 10 UNIDADES (200 UNI),3.19,4.15,26.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
1076,BANDEJA CRISTAL 444BN,0.344,0.45,397.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
527,BANDEJA 205 HOT 10 UNIDADES (200 UNI),1.898,2.47,75.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
EHM110,BANDEJA 110EHM 10 UNIDADES (200 UNI),1.042,1.35,20.0,Uni,TESANTI S.R.L,EMPAQUES,BANDEJA,Sin asignar,
0202,BOLSA POLIPROPILENO 20 X 30,3.888,5.25,12.174,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0203,BOLSA POLIPROPILENO 24 X 35,3.564,4.81,7.401,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0204,BOLSA POLIPROPILENO 40 X 60,4.104,5.34,11.684,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0205,BOLSA POLIPROPILENO 35 X 50,3.888,5.25,11.078,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0206,BOLSA POLIPROPILENO 12 X 20,5.891,7.95,0.759,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0207,BOLSA POLIPROPILENO 28 X 40,3.888,5.05,14.333,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0219,BOLSA POLIPROPILENO 35 X 35,3.564,4.63,6.867,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
145,BOLSA POLIPROPILENO 16 X 24,3.888,5.25,8.065,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
156,BOLSA POLIPROPILENO 16 X 35,3.78,4.72,1.972,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
7942,HOJA SEPARADOR POLIPROPILENO 24X35 KG,3.465,4.68,9.055,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PP,Sin asignar,
0230,ROLLO PAPEL PINO 0.50,1.961,2.55,11.472,Kg ,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
312,TORTERA RECT G-70M 24X35X12,0.95,1.23,45.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
313,TORTERA G-60M 30X13,0.672,0.87,12.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
314,TORTERA G-56M 26X13,0.547,0.71,44.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
317,BOLSA CAMISETA COMPOSTABLE 40 X 50-100 UNIDADES,6.5,8.13,4.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
319,VASOS 180 CC -100 UNIDADES,90.09,128.0,4.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
411,VASO PP C/CUPULA 360 ML,0.207,0.27,965.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
412,VASO PP C/CUPULA 500 ML,0.185,0.24,331.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
5655,MOLDE PAN DULCE 400GR C/ FLORES,0.09,0.14,134.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
5730,VASO PP 330 ML (100 UNI),2.542,3.3,0.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
5731,VASO PP 550 ML (50 UNI),2.977,3.87,13.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
174,ROLLO PAPEL ALUMINIO 45 X 65 METROS,13.993,17.49,8.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
175,ROLLO PAPEL ALUMINIO 45 X 7.5 METROS,1.595,1.99,32.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
2100,ROLLO PAPEL ALUMINIO 30 X 7.5 METROS,1.386,1.73,3.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
2997,PAPEL MANTECA ROLLO  30 X 7.5 M (25 UNI),0.897,1.17,7.0,Uni,TESANTI S.R.L,EMPAQUES,Sin asignar,Sin asignar,
0167,BOLSA PAPEL MARRON N°3,2.419,3.14,26.438,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
0198,BOLSA PAPEL EMPANADAS 13 X 17 X 250 UNIDADES (3000 UNI),4.213,5.48,11.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
0199,BOLSA PAPEL MARRON Nº1,2.689,3.5,10.728,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
0210,PAPEL SULFITO KG,3.162,4.27,0.0,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
0217,BOLSA PAPEL BLANCA Nº3,3.024,3.93,29.4,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
310,BOLSA PAPEL BAGUET KG,3.242,4.38,3.839,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
318,PAPEL ANTIGRASA KG,8.023,10.43,0.26,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
322,BOLSA PAPEL MARRON 90GR 28 X 14.5 X 40 UNIDAD (500 UNI),0.1,0.14,213.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
5650,ROLLO PAPEL PINO 0.25,1.322,1.72,8.4,Uni,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
5908,BOLSA PAPEL MARRON 90GR 28 X 14.5 X 50 UNIDAD (250 UNI),0.13,0.18,339.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
613,BOLSA PAPEL MARRON N°5,2.419,3.14,9.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSAS PAPEL,Sin asignar,
0200,ROLLO BOLSA 40 X 60 KG,3.348,4.35,23.447,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS Y BANDEJAS,BOLSAS Y BANDEJAS,
0211,ROLLO PAPEL SULFITO 0.50,2.991,3.89,15.344,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS Y BANDEJAS,BOLSAS Y BANDEJAS,
0220,ROLLO PAPEL SULFITO 0.25,2.77,3.6,23.078,Kg ,TESANTI S.R.L,EMPAQUES,BOLSAS Y BANDEJAS,BOLSAS Y BANDEJAS,
0221,MOLDE PAN DULCE,3.2,5.0,55.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSAS Y BANDEJAS,BOLSAS Y BANDEJAS,
0185,ROLLO HOJA SEPARADOR KG,3.348,4.35,26.676,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0188,ROLLO BOLSA 20 X 30 KG,3.348,4.35,15.359,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0189,ROLLO BOLSA 20 X 60 KG,3.348,4.35,9.171,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0190,BOLSA 40 X 60 KG,3.348,4.35,19.762,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0191,ROLLO BOLSA 24 X 35 KG,3.77,4.9,105.907,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0192,ROLLO BOLSA 28 X 40 KG,3.348,4.35,22.535,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0193,BOLSA 50 X 70 KG,3.348,4.35,0.0,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0194,BOLSA 35 X 50 KG,3.348,4.35,4.046,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0196,BOLSA 28 X 40 KG,3.78,4.91,0.0,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0197,BOLSA 60 X 80 KG,3.348,4.35,4.578,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
0222,BOLSA 20 X 30 KG,3.348,4.35,0.0,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
425,ROLLO BOLSA 35 X 50 KG,3.348,4.35,12.63,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
5564,ROLLO ESTRELLA 30 X 40 1000 UNIDADES (BLANCO),6.969,8.71,6.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
5565,ROLLO ESTRELLA 34 X 50 750 UNIDADES (AMARILLO),8.494,10.62,30.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
5566,ROLLO ESTRELLA 39 X 60 500 UNIDADES (ROJO),9.044,11.3,1.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
5567,ROLLO ESTRELLA 44 X 70 280 UNIDADES (AZUL),12.72,15.9,20.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
5738,BOLSA PAN DULCE,0.04,0.05,1410.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
6512,BOLSA BAJA DENSIDAD 20 X 30 KG,4.399,5.72,14.2,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
6513,BOLSA BAJA DENSIDAD 24 X 35 KG,4.399,5.72,18.6,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
6514,BOLSA BAJA DENSIDAD 28 X 40 KG,4.399,5.72,4.5,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
1267,BOLSA BUDIN 500 GR,0.022,0.04,147.0,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
65970,ROLLO BOLSA 12 X 20 MILLAR,3.505,4.56,0.44,Uni,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
4552,BOLSA 24 X 35 KG,3.78,4.91,0.0,Kg ,TESANTI S.R.L,EMPAQUES,BOLSA PLANO Y ROLLO,Sin asignar,
405,TINTA ISSUE N° 7.26,82.7,112.0,0.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,ISSUE,TINTAS,
11-13001,HARINA DE MAIZ BLANCO LA SOBERANA 1 KG (20 UNI),77.425,101.0,41.0,Uni,MERCOVENTA SRL,ENVASADOS,ENVASADOS,Sin asignar,
359,TINTA LEAU VIVE N° 10.1 (10 UNI),65.433,85.0,39.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
360,TINTA LEAU VIVE N° 4.5 (10 UNI),65.433,85.0,33.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
361,TINTA LEAU VIVE N° 4.6 (10 UNI),65.433,85.0,29.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
362,TINTA LEAU VIVE N° 5.6 (10 UNI),65.433,85.0,28.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
363,TINTA LEAU VIVE N° 6.5 (10 UNI),65.433,85.0,13.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
364,TINTA LEAU VIVE N° 5.4 (10 UNI),65.433,85.0,23.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
365,TINTA LEAU VIVE N° 6.2 (10 UNI),65.433,85.0,25.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
366,TINTA LEAU VIVE N° 7.2 (10 UNI),65.433,85.0,37.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
367,TINTA LEAU VIVE N° 7.3 (10 UNI),65.433,85.0,29.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
368,TINTA LEAU VIVE N° 8.3 (10 UNI),65.433,85.0,23.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
369,TINTA LEAU VIVE N° 9.3 (10 UNI),65.433,85.0,27.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
378,TINTA LEAU VIVE N° 4 (10 UNI),65.433,85.0,35.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
379,TINTA LEAU VIVE N° 6 (10 UNI),65.433,85.0,19.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
380,TINTA LEAU VIVE N° 7 (10 UNI),65.433,85.0,18.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
381,TINTA LEAU VIVE N° 8 (10 UNI),65.433,85.0,19.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
382,TINTA LEAU VIVE N° 9 (10 UNI),65.433,85.0,13.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
383,TINTA LEAU VIVE N° 7.1 (10 UNI),65.433,85.0,18.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
384,TINTA LEAU VIVE N° 8.1 (10 UNI),65.433,85.0,31.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",TINTAS,LEAUVIVE
5622,TINTA LEAU VIVE N° 1 (10 UNI),65.433,85.0,74.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",Sin asignar,LEAUVIVE
5623,TINTA LEAU VIVE N° 11 (10 UNI),65.433,85.0,28.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",Sin asignar,LEAUVIVE
5647,TINTA LEAU VIVE N° 3 (10 UNI),65.433,85.0,42.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",Sin asignar,LEAUVIVE
5648,TINTA LEAU VIVE N° 5 (10 UNI),65.433,85.0,24.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",Sin asignar,LEAUVIVE
0,CARTA COLORES TINTA LEAU VIVE,0.0,0.0,14.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,"L""EAU VIVE",Sin asignar,LEAUVIVE
0117,ACEITUNAS TIERRA FERTIL INDUSTRIAL 1KG (12 UNI),88.319,115.0,12.0,Uni,MERCOVENTA SRL,ACEITUNAS,GASTRONOMIA,Sin asignar,TIERRA FERTIL
176,EXHIBIDOR TINTA LEAU VIVE,0.0,0.0,3.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,LEAUVIVE
1801,JABON LIQUIDO PARA MANOS CEREZA Y AVELLANA BELLO 1 LT (6 UNI),135.45,169.0,16.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,BELLO
1802,JABON LIQUIDO PARA MANOS NEUTRO BELLO 1 LT (6 UNI),135.45,169.0,16.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,BELLO
1803,JABON LIQUIDO PARA MANOS HIERBAS DE LIMON BELLO  1 LT (6 UNI),135.45,169.0,20.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,BELLO
1804,JABON LIQUIDO PARA MANOS CEREZA Y AVELLANA BELLO 500 ML (6 UNI),94.276,118.0,24.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,BELLO
1805,JABON LIQUIDO PARA MANOS HIERBAS DULCEC BELLO 500 ML (6 UNI),94.276,118.0,29.0,Uni,MERCOVENTA SRL,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,BELLO
11-24000,BOLSA PARA HIELO DESCARTEBLE 192 CUBOS,15.0,20.0,5.0,Uni,MERCOVENTA SRL,EMPAQUES,Sin asignar,Sin asignar,
8080,VINO TRAPICHE ROSE 750ML (6 UNI),4.791,6.23,1.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8081,VINO TRAPICHE MALBEC 750ML (6 UNI),4.79,6.23,19.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8082,VINO TRAPICHE CABERNET SAUVIGNON 750ML (6 UNI),4.791,6.23,4.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8083,VINO TRAPICHE RESERVA MALBEC 750ML (6 UNI),7.996,10.39,8.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8084,VINO TRAPICHE RESERVA CABERNET SAUVIGNON 750ML (6 UNI),7.997,10.4,5.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8086,VINO TRAPICHE ASTICA MALBEC 750ML (6 UNI),3.118,4.05,1.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8087,VINO TRAPICHE ASTICA CABERNET 750ML (6 UNI),2.967,3.86,1.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8089,VINO LAS MORAS CABERNET 750ML (6 UNI),4.695,275.0,2.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,LAS MORAS
8090,VINO LAS MORAS MALBEC 750ML (6 UNI),4.695,275.0,10.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,LAS MORAS
8091,VINO ALMA MORA MALBEC 750ML (6 UNI),6.394,8.31,7.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,LAS MORAS
8092,VINO ALMA MORA CABERNET 750ML (6 UNI),6.394,8.31,7.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,LAS MORAS
8093,VINO TRAPICHE SAUVIGNON BLANCO 750ML (6 UNI),4.695,6.1,7.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,BOTELLAS,TRAPICHE
8840,VINO LAS MORAS SAUVIGNON BLANC 750ML (6 UNI),4.791,280.0,7.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,VINOS,LAS MORAS
7950,VINO LAS MORAS SYRAH 750ML (6 UNI),4.695,275.0,5.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,VINOS,LAS MORAS
6570,VINO TRAPICHE MERLOT 750ML (6 UNI),4.695,6.1,7.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,VINOS,TRAPICHE
7318,VINO TRAPICHE SYRAH 750ML (6 UNI),4.695,6.1,7.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,VINOS,TRAPICHE
9942,VINO ALMA MORA SYRAH ROSE 750ML (6 UNI),6.265,8.14,8.0,Uni,SOLDO HNOS S.A,BEBIDAS,VINOS,Sin asignar,LAS MORAS
5030,CHOCLO IDEAL 300G (24 UNI),0.776,0.93,0.0,Uni,SOLDO HNOS S.A,ENLATADOS,FAMILIAR,Sin asignar,IDEAL
5653,DURAZNO IDEAL 820GR (12 UNI),2.014,2.42,11.0,Uni,SOLDO HNOS S.A,ENLATADOS,FAMILIAR,Sin asignar,IDEAL
2008,AZUCAR IMPALPABLE RIO 5 KG (5 UNI),8.634,11.22,22.0,Uni,SOLDO HNOS S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,RIO DE LA PLATA
2009,AZUCAR IMPALPABLE RIO 1 KG (10 UNI),1.819,2.36,10.0,Uni,SOLDO HNOS S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,RIO DE LA PLATA
2010,CACAO RIO 1KG (10 UNI),5.533,7.19,1.0,Uni,SOLDO HNOS S.A,ELABORACION Y PANADERIAS,ENVASADOS,Sin asignar,RIO DE LA PLATA
1007,ACEITE DE MAIZ RIO DE LA PLATA 900ML (20 UNI),2.671,3.07,21.0,Uni,SOLDO HNOS S.A,ACEITES,DOMESTICOS,MAIZ,RIO DE LA PLATA
3029,MARGARINA GRADINA HOJALDRE PLACA 2KG (6 UNI),6.758,8.79,40.0,Uni,SOLDO HNOS S.A,ELABORACION Y PANADERIAS,MARGARINAS,Sin asignar,BUNGE
3187,MARGARINA REVECA REPOSTERA 5 KG (4 UNI),20.515,25.64,4.0,Uni,SOLDO HNOS S.A,ELABORACION Y PANADERIAS,MARGARINAS,Sin asignar,RDC
5784,MARGARINA BELTRAN MARK HOJALDRE PLACA 2KG (5 UNI),5.41,7.03,27.0,Uni,SOLDO HNOS S.A,ELABORACION Y PANADERIAS,MARGARINAS,Sin asignar,RDC
0124,MAYONESA NATURA 8 CC X 192,10.454,13.59,0.0,Uni,SOLDO HNOS S.A,ADEREZOS,MAYONESAS ,N/A,NATURA
1001,ACEITE CUKIN FRY LTLS 3.2 LT (6 UNI),8.68,9.98,0.0,Uni,SOLDO HNOS S.A,ACEITES,GASTRONOMIA,SOJA Y ALGODON,BUNGE
1002,ACEITE ALTO OLEICO SEDA 10 LTROS (2 UNI),30.22,34.75,7.0,Uni,SOLDO HNOS S.A,ACEITES,GASTRONOMIA,ALTOLEICO,NATREON
5901,JABON TOCADOR CAVALARO ARMONIA PURA 85GR (6 UNI),0.482,0.58,60.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
5902,JABON TOCADOR CAVALARO FRESCURA 85GR (6 UNI),0.482,0.58,120.0,Uni,SOLDO HNOS S.A,FARMACIA Y TOCADOR,Sin asignar,Sin asignar,CAVALLARO
